player_id,week,name,pos,team,points,pt_change,sum_pts,tm_points,tm_wk_pts,division,conf,initials
00-0030565,15,Geno Smith,QB,SEA,15.32,-1.254863813229572,18.924285714285713,93.02428571428571,79.32000000000001,NFC West,NFC,GS
00-0032211,15,Tyler Lockett,WR,SEA,13.8,-1.188235294117647,15.742857142857144,93.02428571428571,79.32000000000001,NFC West,NFC,TL
00-0035640,15,DK Metcalf,WR,SEA,12.5,-1.3093922651933703,14.528571428571428,93.02428571428571,79.32000000000001,NFC West,NFC,DM
00-0038134,15,Kenneth Walker,RB,SEA,11.9,1.3055555555555558,13.450000000000001,93.02428571428571,79.32000000000001,NFC West,NFC,KW
00-0030068,15,Marquise Goodwin,WR,SEA,3,-1.8522167487684729,8.200000000000001,93.02428571428571,79.32000000000001,NFC West,NFC,MG
00-0035644,15,Noah Fant,TE,SEA,14.2,Inf,7.242857142857143,93.02428571428571,79.32000000000001,NFC West,NFC,NF
00-0034159,15,Will Dissly,TE,SEA,2.3,-1.425,6,93.02428571428571,79.32000000000001,NFC West,NFC,WD
00-0035594,15,Travis Homer,RB,SEA,5,-1.0740740740740742,5.3875,93.02428571428571,79.32000000000001,NFC West,NFC,TH
00-0036244,15,Colby Parkinson,TE,SEA,0,-2,3.6727272727272724,93.02428571428571,79.32000000000001,NFC West,NFC,CP
00-0033280,15,Christian McCaffrey,RB,SF,25.8,-1.1194539249146755,21.025714285714287,87.73,90.38,NFC West,NFC,CM
00-0036261,15,Brandon Aiyuk,WR,SF,3.9,-1.7153284671532847,12.721428571428572,87.73,90.38,NFC West,NFC,BA
00-0033288,15,George Kittle,TE,SF,25.3,1.7205882352941178,11.608333333333334,87.73,90.38,NFC West,NFC,GK
00-0037834,15,Brock Purdy,QB,SF,16.48,-1.240552995391705,8.903333333333334,87.73,90.38,NFC West,NFC,BP
00-0036259,15,Jauan Jennings,WR,SF,6.1,2.0666666666666664,5.3769230769230765,87.73,90.38,NFC West,NFC,JJ
00-0037525,15,Jordan Mason,RB,SF,6.4,-0.857142857142857,3.6166666666666667,87.73,90.38,NFC West,NFC,JM
00-0034407,15,Ray-Ray McCloud,WR,SF,2.6,-1.0714285714285714,3.3166666666666664,87.73,90.38,NFC West,NFC,RRM
00-0032214,15,Tyler Kroft,TE,SF,3.8,-0.41666666666666663,2.425,87.73,90.38,NFC West,NFC,TK
